Field;Tank;Reservoir;Date;Qoil;Qwat;Qliq;Qinj;Pres;Source_resp;Pbhp_prod;Pbhp_inj;Source_bhp;Wellwork;Wcut;Total_mobility;Wres;Wbhp_prod;Wbhp_inj;Pres_min;Pres_max
Oilfield;W8;Carbonate;01.01.2021;4.134628578;20.02230066;24.15692924;0;;;81.36948433;;Telemetry;;0.828842957;1;;1;;84.36948433;
Oilfield;W8;Carbonate;01.02.2021;3.754136958;24.24594319;28.00008015;0;;;81.7669151;;Telemetry;;0.865924064;1;;1;;84.7669151;
Oilfield;W8;Carbonate;01.03.2021;4.352917313;25.60364589;29.95656321;0;;;79.5687151;;Telemetry;;0.854692366;1;;1;;82.5687151;
Oilfield;W8;Carbonate;01.04.2021;5.403145658;32.17713786;37.58028352;0;;;68.98768062;;Telemetry;;0.856223925;1;;1;;71.98768062;
Oilfield;W8;Carbonate;01.05.2021;4.842748763;29.85251052;34.69525928;0;;;75.42804843;;Telemetry;;0.860420448;1;;1;;78.42804843;
Oilfield;W8;Carbonate;01.06.2021;1.7521;11.80743333;13.55953333;0;;;80.23985301;;Telemetry;;0.870784639;1;;1;;83.23985301;
Oilfield;W1;Carbonate;01.01.2017;0;0;0;0;;;;;;;0.336809446;1;;;;;
Oilfield;W1;Carbonate;01.02.2017;0;0;0;0;;;;;;;0.336809446;1;;;;;
Oilfield;W1;Carbonate;01.03.2017;0;0;0;0;;;;;;;0.336809446;1;;;;;
Oilfield;W1;Carbonate;01.04.2017;0;0;0;0;;;;;;;0.336809446;1;;;;;
Oilfield;W1;Carbonate;01.05.2017;0;0;0;0;;;;;;;0.336809446;1;;;;;
Oilfield;W1;Carbonate;01.06.2017;0;0;0;0;;;;;;;0.336809446;1;;;;;
Oilfield;W1;Carbonate;01.07.2017;0;0;0;0;;;;;;;0.336809446;1;;;;;
Oilfield;W1;Carbonate;01.08.2017;0;0;0;0;;;;;;;0.336809446;1;;;;;
Oilfield;W1;Carbonate;01.09.2017;0;0;0;0;;;;;;;0.336809446;1;;;;;
Oilfield;W1;Carbonate;01.10.2017;0;0;0;0;;;;;;;0.336809446;1;;;;;
Oilfield;W1;Carbonate;01.11.2017;0;0;0;0;;;;;;;0.336809446;1;;;;;
Oilfield;W1;Carbonate;01.12.2017;0;0;0;0;;;;;;;0.336809446;1;;;;;
Oilfield;W1;Carbonate;01.01.2018;0;0;0;0;;;;;;;0.336809446;1;;;;;
Oilfield;W1;Carbonate;01.02.2018;0;0;0;0;;;;;;;0.336809446;1;;;;;
Oilfield;W1;Carbonate;01.03.2018;0;0;0;0;;;;;;;0.336809446;1;;;;;
Oilfield;W1;Carbonate;01.04.2018;0;0;0;0;;;;;;;0.336809446;1;;;;;
Oilfield;W1;Carbonate;01.05.2018;0;0;0;0;;;;;;;0.336809446;1;;;;;
Oilfield;W1;Carbonate;01.06.2018;0;0;0;0;;;;;;;0.336809446;1;;;;;
Oilfield;W1;Carbonate;01.07.2018;0;0;0;0;;;;;;;0.336809446;1;;;;;
Oilfield;W1;Carbonate;01.08.2018;0;0;0;0;;;;;;;0.336809446;1;;;;;
Oilfield;W1;Carbonate;01.09.2018;0;0;0;0;;;;;;;0.336809446;1;;;;;
Oilfield;W1;Carbonate;01.10.2018;0;0;0;0;;;;;;;0.336809446;1;;;;;
Oilfield;W1;Carbonate;01.11.2018;0;0;0;0;;;;;;;0.336809446;1;;;;;
Oilfield;W1;Carbonate;01.12.2018;0;0;0;0;;;;;;;0.336809446;1;;;;;
Oilfield;W1;Carbonate;01.01.2019;0;0;0;0;;;;;;;0.336809446;1;;;;;
Oilfield;W1;Carbonate;01.02.2019;0;0;0;0;;;;;;;0.336809446;1;;;;;
Oilfield;W1;Carbonate;01.03.2019;18.99645161;9.647580645;28.64403226;0;142.6;Well test;54.20847403;;Telemetry;;0.336809446;1;1;1;;57.20847403;
Oilfield;W1;Carbonate;01.04.2019;42.69106667;19.53036667;62.22143333;0;;;40.63800259;;Telemetry;;0.313884872;1;;1;;43.63800259;
Oilfield;W1;Carbonate;01.05.2019;39.92483871;16.40832258;56.33316129;0;;;33.04866515;;Telemetry;;0.291272888;1;;1;;36.04866515;
Oilfield;W1;Carbonate;01.06.2019;39.52593333;11.1063;50.63223333;0;;;34.57015303;;Telemetry;;0.219352362;1;;1;;37.57015303;
Oilfield;W1;Carbonate;01.07.2019;34.05096774;11.58358065;45.63454839;0;;;32.86455606;;Telemetry;;0.253833577;1;;1;;35.86455606;
Oilfield;W1;Carbonate;01.08.2019;30.573;12.057;42.63;0;;;32.52653493;;Telemetry;;0.282828994;1;;1;;35.52653493;
Oilfield;W1;Carbonate;01.09.2019;26.73513333;15.0574;41.79253333;0;;;33.53785324;;Telemetry;;0.360289238;1;;1;;36.53785324;
Oilfield;W1;Carbonate;01.10.2019;26.42777419;10.065;36.49277419;0;;;32.63960911;;Telemetry;;0.275808026;1;;1;;35.63960911;
Oilfield;W1;Carbonate;01.11.2019;28.869;11.45373333;40.32273333;0;;;31.15004654;;Telemetry;;0.284051511;1;;1;;34.15004654;
Oilfield;W1;Carbonate;01.12.2019;24.68216129;10.30787097;34.99003226;0;;;31.76721475;;Telemetry;;0.294594497;1;;1;;34.76721475;
Oilfield;W1;Carbonate;01.01.2020;22.14158065;15.95009677;38.09167742;0;;;25.13767431;;Telemetry;;0.418729178;1;;1;;28.13767431;
Oilfield;W1;Carbonate;01.02.2020;23.33431034;20.52375862;43.85806897;0;;;20.96790682;;Telemetry;;0.467958556;1;;1;;23.96790682;
Oilfield;W1;Carbonate;01.03.2020;25.47693548;18.38954839;43.86648387;0;;;17.70731827;;Telemetry;;0.419216376;1;;1;;20.70731827;
Oilfield;W1;Carbonate;01.04.2020;22.89143333;15.84013333;38.73156667;0;;;23.08527156;;Telemetry;;0.408972182;1;;1;;26.08527156;
Oilfield;W1;Carbonate;01.05.2020;19.01596774;14.05454839;33.07051613;0;;;32.76757024;;Telemetry;;0.424987271;1;;1;;35.76757024;
Oilfield;W1;Carbonate;01.06.2020;20.71253333;14.37236667;35.0849;0;;;32.01715268;;Telemetry;;0.409645365;1;;1;;35.01715268;
Oilfield;W1;Carbonate;01.07.2020;18.21874194;12.96051613;31.17925806;0;;;35.18002518;;Telemetry;;0.415677503;1;;1;;38.18002518;
Oilfield;W1;Carbonate;01.08.2020;5.333290323;3.743129032;9.076419355;0;;;35.62135852;;Telemetry;;0.412401508;1;;1;;38.62135852;
Oilfield;W1;Carbonate;01.09.2020;9.1443;11.94263333;21.08693333;0;109.6;Well test;59.5122498;;Telemetry;;0.566352307;1;1;1;;62.5122498;
Oilfield;W1;Carbonate;01.10.2020;20.37274194;14.21483871;34.58758065;0;;;43.83556904;;Telemetry;;0.410981007;1;;1;;46.83556904;
Oilfield;W1;Carbonate;01.11.2020;19.255;13.81503333;33.07003333;0;;;38.68350137;;Telemetry;;0.417750814;1;;1;;41.68350137;
Oilfield;W1;Carbonate;01.12.2020;18.01364516;13.48512903;31.49877419;0;;;39.90469185;;Telemetry;;0.428115994;1;;1;;42.90469185;
Oilfield;W1;Carbonate;01.01.2021;21.54483871;12.18016129;33.725;0;;;43.58135852;;Telemetry;;0.361161195;1;;1;;46.58135852;
Oilfield;W1;Carbonate;01.02.2021;25.05175;18.88860714;43.94035714;0;;;51.58802518;;Telemetry;;0.429869222;1;;1;;54.58802518;
Oilfield;W1;Carbonate;01.03.2021;27.55119355;18.91880645;46.47;0;;;49.67202518;;Telemetry;;0.40711871;1;;1;;52.67202518;
Oilfield;W1;Carbonate;01.04.2021;30.73373333;18.77203333;49.50576667;0;;;31.32116013;;Telemetry;;0.379188822;1;;1;;34.32116013;
Oilfield;W1;Carbonate;01.05.2021;23.30932258;14.73712903;38.04645161;0;;;39.81605668;;Telemetry;;0.387345689;1;;1;;42.81605668;
Oilfield;W1;Carbonate;01.06.2021;15.8508;15.66423333;31.51503333;0;;;42.14433642;;Telemetry;;0.497040037;1;;1;;45.14433642;
Oilfield;W9;Carbonate;01.01.2017;0;0;0;0;;;;;;;0.294043093;1;;;;;
Oilfield;W9;Carbonate;01.02.2017;0;0;0;0;;;;;;;0.294043093;1;;;;;
Oilfield;W9;Carbonate;01.03.2017;0;0;0;0;;;;;;;0.294043093;1;;;;;
Oilfield;W9;Carbonate;01.04.2017;0;0;0;0;;;;;;;0.294043093;1;;;;;
Oilfield;W9;Carbonate;01.05.2017;0;0;0;0;;;;;;;0.294043093;1;;;;;
Oilfield;W9;Carbonate;01.06.2017;0;0;0;0;;;;;;;0.294043093;1;;;;;
Oilfield;W9;Carbonate;01.07.2017;0;0;0;0;;;;;;;0.294043093;1;;;;;
Oilfield;W9;Carbonate;01.08.2017;0;0;0;0;;;;;;;0.294043093;1;;;;;
Oilfield;W9;Carbonate;01.09.2017;0;0;0;0;;;;;;;0.294043093;1;;;;;
Oilfield;W9;Carbonate;01.10.2017;0;0;0;0;;;;;;;0.294043093;1;;;;;
Oilfield;W9;Carbonate;01.11.2017;0;0;0;0;;;;;;;0.294043093;1;;;;;
Oilfield;W9;Carbonate;01.12.2017;0;0;0;0;;;;;;;0.294043093;1;;;;;
Oilfield;W9;Carbonate;01.01.2018;0;0;0;0;;;;;;;0.294043093;1;;;;;
Oilfield;W9;Carbonate;01.02.2018;19.89285714;8.285714286;28.17857143;0;;;108.3583333;;Telemetry;;0.294043093;1;;1;;111.3583333;
Oilfield;W9;Carbonate;01.03.2018;30.96774194;8.967741935;39.93548387;0;;;95.725;;Telemetry;;0.224555735;1;;1;;98.725;
Oilfield;W9;Carbonate;01.04.2018;24.7;9.4;34.1;0;;;89.08333333;;Telemetry;;0.275659824;1;;1;;92.08333333;
Oilfield;W9;Carbonate;01.05.2018;20.38709677;10.12903226;30.51612903;0;;;87.922;;Telemetry;;0.33192389;1;;1;;90.922;
Oilfield;W9;Carbonate;01.06.2018;17.83333333;11.26666667;29.1;0;;;87.8375;;Telemetry;;0.387170676;1;;1;;90.8375;
Oilfield;W9;Carbonate;01.07.2018;16.5483871;9.225806452;25.77419355;0;;;89.542;;Telemetry;;0.357947434;1;;1;;92.542;
Oilfield;W9;Carbonate;01.08.2018;12;13.41935484;25.41935484;0;;;89.05;;Telemetry;;0.527918782;1;;1;;92.05;
Oilfield;W9;Carbonate;01.09.2018;12.6;12.83333333;25.43333333;0;;;92.4525;;Telemetry;;0.504587156;1;;1;;95.4525;
Oilfield;W9;Carbonate;01.10.2018;12.03225806;16.83870968;28.87096774;0;;;93.2675;;Telemetry;;0.583240223;1;;1;;96.2675;
Oilfield;W9;Carbonate;01.11.2018;9.3;18.1;27.4;0;;;93.67666667;;Telemetry;;0.660583942;1;;1;;96.67666667;
Oilfield;W9;Carbonate;01.12.2018;9.290322581;16.19354839;25.48387097;0;;;96.65666667;;Telemetry;;0.635443038;1;;1;;99.65666667;
Oilfield;W9;Carbonate;01.01.2019;8.805419355;15.52016129;24.32558065;0;;;96.09;;Telemetry;;0.638018122;1;;1;;99.09;
Oilfield;W9;Carbonate;01.02.2019;7.780071429;13.5475;21.32757143;0;;;95.91666667;;Telemetry;;0.635210626;1;;1;;98.91666667;
Oilfield;W9;Carbonate;01.03.2019;7.519096774;15.90674194;23.42583871;0;;;96.576;;Telemetry;;0.679025504;1;;1;;99.576;
Oilfield;W9;Carbonate;01.04.2019;6.843066667;14.89303333;21.7361;0;;;97.015;;Telemetry;;0.685175047;1;;1;;100.015;
Oilfield;W9;Carbonate;01.05.2019;5.949741935;13.55896774;19.50870968;0;;;96.565;;Telemetry;;0.695021248;1;;1;;99.565;
Oilfield;W9;Carbonate;01.06.2019;5.731666667;10.97653333;16.7082;0;;;96.8575;;Telemetry;;0.656954868;1;;1;;99.8575;
Oilfield;W9;Carbonate;01.07.2019;4.347096774;9.972612903;14.31970968;0;;;96.435;;Telemetry;;0.696425635;1;;1;;99.435;
Oilfield;W9;Carbonate;01.08.2019;3.332870968;9.999612903;13.33248387;0;;;97.265;;Telemetry;;0.750018751;1;;1;;100.265;
Oilfield;W9;Carbonate;01.09.2019;2.635366667;9.828766667;12.46413333;0;;;96.22;;Telemetry;;0.788563986;1;;1;;99.22;
Oilfield;W9;Carbonate;01.10.2019;2.159935484;6.658903226;8.81883871;0;;;98.145;;Telemetry;;0.755077108;1;;1;;101.145;
Oilfield;W9;Carbonate;01.11.2019;3.0275;8.692066667;11.71956667;0;;;100.09;;Telemetry;;0.741671336;1;;1;;103.09;
Oilfield;W9;Carbonate;01.12.2019;2.394193548;6.703741935;9.097935484;0;;;99.175;;Telemetry;;0.736842105;1;;1;;102.175;
Oilfield;W9;Carbonate;01.01.2020;2.469677419;7.106580645;9.576258065;0;;;98.655;;Telemetry;;0.742104128;1;;1;;101.655;
Oilfield;W9;Carbonate;01.02.2020;1.917206897;9.176310345;11.09351724;0;;;99.58;;Telemetry;;0.827177724;1;;1;;102.58;
Oilfield;W9;Carbonate;01.03.2020;4.30983871;13.30345161;17.61329032;0;;;74.98;;Telemetry;;0.755307576;1;;1;;77.98;
Oilfield;W9;Carbonate;01.04.2020;4.359133333;10.49726667;14.8564;0;;;68.57333333;;Telemetry;;0.706582124;1;;1;;71.57333333;
Oilfield;W9;Carbonate;01.05.2020;3.806;11.12203226;14.92803226;0;;;72.075;;Telemetry;;0.745043423;1;;1;;75.075;
Oilfield;W9;Carbonate;01.06.2020;3.452266667;9.488033333;12.9403;0;;;72.13;;Telemetry;;0.733215871;1;;1;;75.13;
Oilfield;W9;Carbonate;01.07.2020;3.199870968;8.291612903;11.49148387;0;;;69.445;;Telemetry;;0.721544145;1;;1;;72.445;
Oilfield;W9;Carbonate;01.08.2020;3.111387097;8.188548387;11.29993548;0;;;70.325;;Telemetry;;0.724654437;1;;1;;73.325;
Oilfield;W9;Carbonate;01.09.2020;1.333771046;3.854532394;5.188303441;0;;;70.34;;Telemetry;;0.742927325;1;;1;;73.34;
Oilfield;W9;Carbonate;01.10.2020;1.122687203;3.990988738;5.113675941;0;;;71.745;;Telemetry;;0.780453979;1;;1;;74.745;
Oilfield;W9;Carbonate;01.11.2020;0.505140176;1.650459673;2.155599849;0;;;71.975;;Telemetry;;0.765661435;1;;1;;74.975;
Oilfield;W9;Carbonate;01.12.2020;0.46681536;1.505808731;1.972624091;0;;;80.50666667;;Telemetry;;0.763353108;1;;1;;83.50666667;
Oilfield;W9;Carbonate;01.01.2021;0.684394732;1.472996361;2.157391093;0;;;79.29;;Telemetry;;0.682767425;1;;1;;82.29;
Oilfield;W9;Carbonate;01.02.2021;0.678758134;2.224889043;2.903647177;0;;;;;;;0.766239459;1;;;;;
Oilfield;W9;Carbonate;01.03.2021;0.663997743;2.117320418;2.781318161;0;;;87.82;;Telemetry;;0.761265089;1;;1;;90.82;
Oilfield;W9;Carbonate;01.04.2021;1.171222451;3.781293448;4.9525159;0;;;80.81571429;;Telemetry;;0.763509603;1;;1;;83.81571429;
Oilfield;W9;Carbonate;01.05.2021;1.056766164;3.531545684;4.588311848;0;;;75.89333333;;Telemetry;;0.769683012;1;;1;;78.89333333;
Oilfield;W9;Carbonate;01.06.2021;0.763691127;2.838648097;3.602339224;0;;;76.94;;Telemetry;;0.788001329;1;;1;;79.94;
Oilfield;W3;Carbonate;01.01.2017;0;0;0;0;;;;;;;0.384512084;1;;;;;
Oilfield;W3;Carbonate;01.02.2017;0;0;0;0;;;;;;;0.384512084;1;;;;;
Oilfield;W3;Carbonate;01.03.2017;0;0;0;0;;;;;;;0.384512084;1;;;;;
Oilfield;W3;Carbonate;01.04.2017;0;0;0;0;;;;;;;0.384512084;1;;;;;
Oilfield;W3;Carbonate;01.05.2017;0;0;0;0;;;;;;;0.384512084;1;;;;;
Oilfield;W3;Carbonate;01.06.2017;0;0;0;0;;;;;;;0.384512084;1;;;;;
Oilfield;W3;Carbonate;01.07.2017;0;0;0;0;;;;;;;0.384512084;1;;;;;
Oilfield;W3;Carbonate;01.08.2017;0;0;0;0;;;;;;;0.384512084;1;;;;;
Oilfield;W3;Carbonate;01.09.2017;0;0;0;0;;;;;;;0.384512084;1;;;;;
Oilfield;W3;Carbonate;01.10.2017;0;0;0;0;;;;;;;0.384512084;1;;;;;
Oilfield;W3;Carbonate;01.11.2017;0;0;0;0;;;;;;;0.384512084;1;;;;;
Oilfield;W3;Carbonate;01.12.2017;0;0;0;0;;;;;;;0.384512084;1;;;;;
Oilfield;W3;Carbonate;01.01.2018;0;0;0;0;;;;;;;0.384512084;1;;;;;
Oilfield;W3;Carbonate;01.02.2018;0;0;0;0;;;;;;;0.384512084;1;;;;;
Oilfield;W3;Carbonate;01.03.2018;0;0;0;0;;;;;;;0.384512084;1;;;;;
Oilfield;W3;Carbonate;01.04.2018;0;0;0;0;;;;;;;0.384512084;1;;;;;
Oilfield;W3;Carbonate;01.05.2018;0;0;0;0;;;;;;;0.384512084;1;;;;;
Oilfield;W3;Carbonate;01.06.2018;0;0;0;0;;;;;;;0.384512084;1;;;;;
Oilfield;W3;Carbonate;01.07.2018;0;0;0;0;;;;;;;0.384512084;1;;;;;
Oilfield;W3;Carbonate;01.08.2018;0;0;0;0;;;;;;;0.384512084;1;;;;;
Oilfield;W3;Carbonate;01.09.2018;0;0;0;0;;;;;;;0.384512084;1;;;;;
Oilfield;W3;Carbonate;01.10.2018;0;0;0;0;;;;;;;0.384512084;1;;;;;
Oilfield;W3;Carbonate;01.11.2018;0;0;0;0;;;;;;;0.384512084;1;;;;;
Oilfield;W3;Carbonate;01.12.2018;0;0;0;0;;;;;;;0.384512084;1;;;;;
Oilfield;W3;Carbonate;01.01.2019;0;0;0;0;;;;;;;0.384512084;1;;;;;
Oilfield;W3;Carbonate;01.02.2019;0;0;0;0;;;;;;;0.384512084;1;;;;;
Oilfield;W3;Carbonate;01.03.2019;0;0;0;0;;;;;;;0.384512084;1;;;;;
Oilfield;W3;Carbonate;01.04.2019;0;0;0;0;;;;;;;0.384512084;1;;;;;
Oilfield;W3;Carbonate;01.05.2019;0;0;0;0;;;;;;;0.384512084;1;;;;;
Oilfield;W3;Carbonate;01.06.2019;17.3552;10.84226667;28.19746667;0;;;36.06269681;;Telemetry;Drilling;0.384512084;1;;1;;39.06269681;
Oilfield;W3;Carbonate;01.07.2019;18.32951613;10.7686129;29.09812903;0;;;35.12932955;;Telemetry;;0.37007922;1;;1;;38.12932955;
Oilfield;W3;Carbonate;01.08.2019;17.84258065;9.672645161;27.51522581;0;;;35.2562618;;Telemetry;;0.351537917;1;;1;;38.2562618;
Oilfield;W3;Carbonate;01.09.2019;15.4973;11.70213333;27.19943333;0;;;33.73594614;;Telemetry;;0.430234453;1;;1;;36.73594614;
Oilfield;W3;Carbonate;01.10.2019;10.75235484;10.59748387;21.34983871;0;;;34.2314367;;Telemetry;;0.496373018;1;;1;;37.2314367;
Oilfield;W3;Carbonate;01.11.2019;12.57706667;8.7158;21.29286667;0;;;29.23999936;;Telemetry;;0.409329572;1;;1;;32.23999936;
Oilfield;W3;Carbonate;01.12.2019;7.292451613;10.59270968;17.88516129;0;;;28.83573256;;Telemetry;;0.592262463;1;;1;;31.83573256;
Oilfield;W3;Carbonate;01.01.2020;6.837032258;11.99974194;18.83677419;0;;;30.83774792;;Telemetry;;0.637038052;1;;1;;33.83774792;
Oilfield;W3;Carbonate;01.02.2020;5.514862069;12.47586207;17.99072414;0;;;27.84864204;;Telemetry;;0.693460806;1;;1;;30.84864204;
Oilfield;W3;Carbonate;01.03.2020;7.486451613;13.42283871;20.90929032;0;;;26.94719002;;Telemetry;;0.641955729;1;;1;;29.94719002;
Oilfield;W3;Carbonate;01.04.2020;6.633933333;11.3187;17.95263333;0;;;31.16342311;;Telemetry;;0.630475752;1;;1;;34.16342311;
Oilfield;W3;Carbonate;01.05.2020;3.500451613;8.309870968;11.81032258;0;;;44.47877273;;Telemetry;;0.703610838;1;;1;;47.47877273;
Oilfield;W3;Carbonate;01.06.2020;3.930066667;8.5646;12.49466667;0;;;40.91792757;;Telemetry;;0.685460463;1;;1;;43.91792757;
Oilfield;W3;Carbonate;01.07.2020;3.830580645;8.622741935;12.45332258;0;;;40.83099575;;Telemetry;;0.692404929;1;;1;;43.83099575;
Oilfield;W3;Carbonate;01.08.2020;3.489387097;7.420580645;10.90996774;0;;;41.43167944;;Telemetry;;0.680165223;1;;1;;44.43167944;
Oilfield;W3;Carbonate;01.09.2020;2.7261;6.1064;8.8325;0;;;43.48067944;;Telemetry;;0.691355788;1;;1;;46.48067944;
Oilfield;W3;Carbonate;01.10.2020;2.767774194;6.084064516;8.85183871;0;;;46.00330139;;Telemetry;;0.687322116;1;;1;;49.00330139;
Oilfield;W3;Carbonate;01.11.2020;0.038341186;0.091290289;0.129631475;0;;;45.81303428;;Telemetry;;0.704229344;1;;1;;48.81303428;
Oilfield;W3;Carbonate;01.12.2020;0;0;0;98.22580645;;;;187.38216;;;0.704229344;1;;;1;;184.38216
Oilfield;W3;Carbonate;01.01.2021;0;0;0;105;;;;191.1174;;;0.704229344;1;;;1;;188.1174
Oilfield;W3;Carbonate;01.02.2021;0;0;0;63.75;;;;204.5355;;;0.704229344;1;;;1;;201.5355
Oilfield;W3;Carbonate;01.03.2021;0;0;0;94.83870968;;;;186.7824;;;0.704229344;1;;;1;;183.7824
Oilfield;W3;Carbonate;01.04.2021;0;0;0;105;;;;187.4488;;;0.704229344;1;;;1;;184.4488
Oilfield;W3;Carbonate;01.05.2021;0;0;0;105;;;;188.2818;;;0.704229344;1;;;1;;185.2818
Oilfield;W3;Carbonate;01.06.2021;0;0;0;105;;;;188.15685;;;0.704229344;1;;;1;;185.15685
Oilfield;W4;Carbonate;01.01.2017;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.02.2017;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.03.2017;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.04.2017;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.05.2017;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.06.2017;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.07.2017;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.08.2017;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.09.2017;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.10.2017;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.11.2017;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.12.2017;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.01.2018;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.02.2018;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.03.2018;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.04.2018;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.05.2018;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.06.2018;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.07.2018;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.08.2018;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.09.2018;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.10.2018;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.11.2018;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.12.2018;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.01.2019;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.02.2019;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.03.2019;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.04.2019;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.05.2019;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.06.2019;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.07.2019;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.08.2019;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.09.2019;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.10.2019;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.11.2019;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.12.2019;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.01.2020;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.02.2020;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.03.2020;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.04.2020;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.05.2020;0;0;0;0;76;Well test;;;;;0.810884338;1;1;;;;
Oilfield;W4;Carbonate;01.06.2020;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.07.2020;0;0;0;0;;;;;;;0.810884338;1;;;;;
Oilfield;W4;Carbonate;01.08.2020;1.040483871;4.461354839;5.50183871;0;;;51.6154;;Telemetry;Drilling;0.810884338;1;;1;;54.6154;
Oilfield;W4;Carbonate;01.09.2020;0.911266667;3.522033333;4.4333;0;74.46;Well test;49.6672;;Telemetry;;0.794449582;1;1;1;;52.6672;
Oilfield;W4;Carbonate;01.10.2020;1.905935484;6.290290323;8.196225806;0;;;56.6253;;Telemetry;;0.767461814;1;;1;;59.6253;
Oilfield;W4;Carbonate;01.11.2020;1.666766667;5.731633333;7.3984;0;;;55.692;;Telemetry;;0.77471255;1;;1;;58.692;
Oilfield;W4;Carbonate;01.12.2020;1.595483871;11.03319355;12.62867742;0;;;71.6958;;Telemetry;;0.87366184;1;;1;;74.6958;
Oilfield;W4;Carbonate;01.01.2021;0.570225806;23.28545161;23.85567742;0;;;86.6898;;Telemetry;;0.976096851;1;;1;;89.6898;
Oilfield;W4;Carbonate;01.02.2021;0.397214286;28.21817857;28.61539286;0;;;104.5364;;Telemetry;;0.98611886;1;;1;;107.5364;
Oilfield;W4;Carbonate;01.03.2021;0.313225806;23.82403226;24.13725806;0;;;139.5666;;Telemetry;;0.987023141;1;;1;;142.5666;
Oilfield;W4;Carbonate;01.04.2021;0.2785;17.2487;17.5272;0;;;143.6092;;Telemetry;;0.984110411;1;;1;;146.6092;
Oilfield;W4;Carbonate;01.05.2021;0.765;30.52783871;31.29283871;0;;;50.3676;;Telemetry;;0.975553512;1;;1;;53.3676;
Oilfield;W4;Carbonate;01.06.2021;1.226066667;125.1348;126.3608667;0;;;36.2202;;Telemetry;;0.990297101;1;;1;;39.2202;
Oilfield;W5;Carbonate;01.01.2017;0;0;0;0;;;;;;;0.917844016;1;;;;;
Oilfield;W5;Carbonate;01.02.2017;0;0;0;0;;;;;;;0.917844016;1;;;;;
Oilfield;W5;Carbonate;01.03.2017;0;0;0;0;;;;;;;0.917844016;1;;;;;
Oilfield;W5;Carbonate;01.04.2017;0;0;0;0;;;;;;;0.917844016;1;;;;;
